1,Abaza
2,Abruzzese
3,Acehnese
4,Adjoukrou
5,Adyghe
6,Afenmai
7,African-American English
8,Afrikaans
9,Akan
10,Aklanon
11,Algerian Arabic
12,Alsatian
13,Amdo Tibetan
14,American Sign Language
15,Amharic
16,Amuzgo
17,Anaang
18,Ancient Greek
19,Antigua and Barbuda Creole
20,Ao
21,Appolo
22,Apulo-Lucano
23,Arbëresh
24,Argentine Spanish
25,Aromanian
26,Ashanti
27,Assamese
28,Assyrian Neo-Aramaic
29,Asturian
30,Australian English
31,Austrian German
32,Avar
33,Avestan
34,Aymara
35,Azeri
36,Bafut
37,Bahamian Creole
38,Bahing
39,Balanta-Ganja
40,Balinese
41,Balkan Romani
42,Balochi
43,Balti
44,Bambara
45,Banguingui
46,Banjarese
47,Bantawa
48,Baoulé
49,Baragaun
50,Barbadian Creole
51,Bartangi
52,Basaa
53,Basque
54,Bassa
55,Batak
56,Batak (Karo)
57,Batak (Toba)
58,Bavarian
59,Baïnounk
60,Belarusian
61,Belizean Creole
62,Bemba
63,Beneventano
64,Bengali
65,Betawi Malay
66,Bhojpuri
67,Biblical Hebrew
68,Bicolano
69,Bishnupriya Manipuri
70,Bislama
71,Bolivian Quechua
72,Bolivian Spanish
73,Bomu
74,Bontoc
75,Bosnian
76,Brazilian Portuguese
77,Breton
78,Bribri
79,British English
80,Buginese
81,Bukhori
82,Bulgarian
83,Bulgarian Turkish
84,Buli
85,Bumthang
86,Burmese
87,Burushaski
88,Buryat
89,Bzedukh
90,Bété
91,Calabrese
92,Calabrese (Gioiosano)
93,Calabrese (Sanfilese)
94,Cameroonian Pidgin English
95,Camfranglais
96,Canadian English
97,Cantonese
98,Cape Verdean Creole
99,Caribbean Hindustani
100,Castilian Spanish
101,Catalan
102,Cebuano
103,Central American Spanish
104,Central Malay
105,Chadian Arabic
106,Chak
107,Chakhar Mongolian
108,Chakma
109,Chaldean Neo-Aramaic
110,Chamling
111,Chamorro
112,Changki
113,Changzhounese
114,Chantyal
115,Chaouia
116,Chavacano
117,Chechen
118,Cherepon
119,Cherokee
120,Chewa
121,Chiga
122,Chilean Spanish
123,Chinantec
124,Chiricahua Apache
125,Chittagonian
126,Chocha-ngacha
127,Chuj
128,Church Slavonic
129,Chuukese
130,Chuvash
131,Cilentano
132,Classical Arabic
133,Classical Armenian
134,Classical Latin
135,Classical Tibetan
136,Colombian Spanish
137,Comorian
138,Coptic
139,Cretan Greek
140,Crimean Tatar
141,Croatian
142,Cuban Spanish
143,Cuicatec
144,Cypriot Greek
145,Cypriot Turkish
146,Czech
147,Dagaare
148,Dagbani
149,Dangme
150,Danish
151,Danube Swabian
152,Darfurian Arabic
153,Dari
154,Dawei Burmese
155,Dhivehi
156,Dinka
157,Dolpo
158,Dominican Creole (English)
159,Dominican Creole (French)
160,Dominican Spanish
161,Duala
162,Dungan
163,Dutch
164,Dyula
165,Dzongkha
166,Eastern Armenian
167,Ebrié
168,Ecclesiastical Latin
169,Ecuadorian Kichwa
170,Ecuadorian Spanish
171,Edo
172,Efik
173,Egyptian Arabic
174,Egyptian Judeo-Arabic
175,Emiliano
176,Esan
177,Esperanto
178,Estonian
179,Ewe
180,Ewondo
181,Falam Chin
182,Fang
183,Fante
184,Fe'fe'
185,Fijian
186,Finnish
187,Flemish
188,Fon
189,Frafra
190,Franconian
191,French
192,French Guianese Creole
193,Frisian
194,Friulian
195,Fujianese
196,Fulani
197,Fur
198,Ga
199,Gagnoa Bété
200,Galician
201,Gallo-Italic
202,Gan
203,Garifuna
204,Garo
205,Geg Albanian
206,Gen-Gbe
207,Georgian
208,German
209,Geʽez
210,Ghale
211,Ghanaian English
212,Ghomala
213,Gikuyu
214,Gilbertese
215,Gio
216,Gola
217,Gottscheerisch
218,Gourmanché
219,Greek
220,Grenadian Creole
221,Guadeloupean Creole
222,Guarani
223,Guiberoua Bété
224,Guinea-Bissau Creole
225,Gujarati
226,Gulf Arabic
227,Gullah
228,Gun-Gbe
229,Gurage
230,Gurjar
231,Guro
232,Gurung
233,Guyanese Creole
234,Gyalsumdo
235,Hainanese (Southern Min)
236,Haitian Creole
237,Haketia
238,Hakha Chin
239,Hakka
240,Hamgyŏng Korean (Joseonjok)
241,Hasidic Yiddish
242,Hassaniya Arabic
243,Hausa
244,Hawaiian
245,Hawaiian English
246,Hazara
247,Hebrew
248,Herero
249,Hindi
250,Hmong
251,Hokkien
252,Hopi
253,Hunanese
254,Hungarian
255,Ibaloy
256,Ibanag
257,Ibibio
258,Icelandic
259,Igbo
260,Ilocano
261,Ilonggo
262,Indian English
263,Indonesian
264,Ingush
265,Intha Burmese
266,Inuktun
267,Iranun
268,Iraqi Arabic
269,Iraqi Judeo-Arabic
270,Irish
271,Irish English
272,Irpino
273,Isan
274,Ishkashimi
275,Istrioto
276,Istro-Romanian
277,Istro-Veneto
278,Italian
279,Italian English
280,Ixil
281,Iyengar Tamil
282,Jamaican Patois
283,Japanese
284,Javanese
285,Jersey Dutch
286,Jewish Babylonian Aramaic
287,Jewish English
288,Jewish Neo-Aramaic (Bijar)
289,Jewish Neo-Aramaic (Urmia)
290,Jewish Russian
291,Jola
292,Juba Arabic
293,Judeo-Crimean Tatar
294,Judeo-Georgian
295,Judeo-Greek
296,Judeo-Hamadani
297,Judeo-Isfahani
298,Judeo-Kashani
299,Judeo-Shirazi
300,Judeo-Spanish
301,Juhuri
302,K'iche'
303,Kabardian
304,Kabiye
305,Kabli
306,Kabyle
307,Kachin
308,Kadazan Dusun
309,Kaike
310,Kalabari
311,Kalasha
312,Kalderash Romani
313,Kalmyk
314,Kandhari
315,Kannada
316,Kaqchikel
317,Karachay-Balkar
318,Karakalpak
319,Karen
320,Kariu
321,Kashmiri
322,Kassonke
323,Kazakh
324,Khaling
325,Khalkha Mongolian
326,Kham Magar
327,Kham Tibetan
328,Khmer
329,Khowar
330,Kikongo
331,Kimbundu
332,Kinaray-a
333,Kinyarwanda
334,Kirundi
335,Kissi
336,Kituba
337,Kodava
338,Koine Greek
339,Konkani
340,Konyak
341,Konyanka
342,Korean
343,Koryo-Mar
344,Kota
345,Koulounkalan
346,Kpelle
347,Krahn
348,Kru
349,Kulung
350,Kumeyaay
351,Kuna
352,Kuranko
353,Kurdish
354,Kurtöp
355,Kyirong
356,Kyrgyz
357,Ladakhi
358,Lahu
359,Lakota
360,Lamnso
361,Lao
362,Larteh
363,Latvian
364,Lazuri
365,Lemko
366,Lenape (Munsee)
367,Lenape (Unami)
368,Lezgi
369,Liberian English
370,Libyan Arabic
371,Libyan Judeo-Arabic
372,Ligurian
373,Limba
374,Limbu
375,Limi
376,Lingala
377,Lithuanian
378,Litvish Yiddish
379,Loke
380,Loma
381,Lombard
382,Lotha
383,Lovari Romani
384,Low German
385,Luba-Kasai
386,Luba-Katanga
387,Lucano
388,Luganda
389,Lukumí
390,Lummi
391,Luo
392,Luri
393,Luxembourgish
394,Macedonian
395,Machvaya Romani
396,Madurese
397,Magar
398,Maguindanao
399,Mahouka
400,Maithili
401,Makassarese
402,Malagasy
403,Malay
404,Malayalam
405,Maltese
406,Mam
407,Mamuju
408,Manado Malay
409,Manang
410,Mandarin Chinese
411,Mandingo
412,Mandinka
413,Mandjak
414,Manggarai
415,Maninka
416,Mano
417,Mapuche
418,Maranao
419,Marathi
420,Marchigiano
421,Marka
422,Marma
423,Marshallese
424,Martinican Creole
425,Marwari
426,Masalit
427,Matinecock
428,Mauritian Creole
429,Mazahua
430,Mazanderani
431,Mazatec
432,Medumba
433,Meitei
434,Memoni
435,Mende
436,Mexican Spanish
437,Mien
438,Minangkabau
439,Mingrelian
440,Mixe
441,Mixtec
442,Mohawk
443,Mohican
444,Mojave
445,Moldovan
446,Molisan
447,Mon
448,Mongo
449,Monguor
450,Montaukett
451,Montenegrin
452,Montserrat Creole
453,Moroccan Arabic
454,Moroccan Judeo-Arabic
455,Mossi
456,Motu
457,Mugu
458,Munda
459,Myene
460,Māori
461,Nachhiring
462,Nagamese
463,Nahuatl
464,Nar-Phu
465,Naso
466,Native American English
467,Nauruan
468,Navajo
469,Ndebele
470,Neapolitan
471,Neo-Mandaic
472,Nepali
473,New Zealand English
474,Newari
475,Newfoundland English
476,Nigerian English
477,Ningbo
478,Noakhailla
479,Nones
480,North Frisian
481,North Levantine Arabic
482,Northeastern Mandarin Chinese
483,Northern Fujianese
484,Northern Sotho
485,Northern Thai
486,Norwegian
487,Nubian
488,Nubri
489,Nuer
490,Occitan
491,Odia
492,Ojibwe
493,Okinawan
494,Oromo
495,Oshiwambo
496,Ossetian
497,Otomi
498,P'urhépecha
499,Pa'O
500,Pakistani English
501,Palatine German
502,Palauan
503,Palembang
504,Pali
505,Pampangan
506,Pana
507,Panamanian English
508,Panamanian Spanish
509,Pangasinan
510,Papantla Totonac
511,Papiamento
512,Paraguayan Spanish
513,Pashto
514,Persian
515,Peruvian Quechua
516,Peruvian Spanish
517,Philippine English
518,Piedmontese
519,Pijin
520,Pochury
521,Polish
522,Pontic Greek
523,Poqomchi'
524,Portuguese
525,Pothwari
526,Puerto Rican Sign Language
527,Puerto Rican Spanish
528,Pugliese (Barese)
529,Pugliese (Bitettese)
530,Pugliese (Casamassimese)
531,Pugliese (Conversanese)
532,Pugliese (Garganico)
533,Pugliese (Grumese)
534,Pugliese (Molese)
535,Pugliese (Molfettese)
536,Pugliese (Palese)
537,Punjabi
538,Purgi
539,Q'anjob'al
540,Q'eqchi'
541,Quebec French
542,Quiripi
543,Rakhine
544,Ramaluk
545,Rangpuri
546,Rashti
547,Romani
548,Romanian
549,Romansh
550,Rushani
551,Russian
552,Rusyn
553,Sami
554,Samoan
555,Sampang
556,Sandwippa
557,Sango
558,Sangsari
559,Sangtam
560,Sanskrit
561,Santali
562,Saraiki
563,Saramaccan Creole
564,Sasak
565,Scots
566,Scottish Gaelic
567,Seke
568,Sema
569,Senoufo
570,Serbian
571,Serer
572,Seychellois Creole
573,Shan
574,Shanghainese
575,Shapsug
576,Sharchop
577,Sherpa
578,Shina
579,Shinnecock
580,Shona
581,Shuar
582,Shughni
583,Shupamem
584,Sichuanese
585,Sicilian
586,Sierra Leone Creole
587,Sierra Totonac
588,Sikkimese
589,Silesian
590,Sindhi
591,Singlish
592,Sinhalese
593,Siwi
594,Slovak
595,Slovenian
596,Somali
597,Songhay
598,Soninke
599,Sorani Kurdish
600,South African English
601,South Levantine Arabic
602,Southern Lazio
603,Spanglish
604,Sranan Tongo
605,Sri Lankan English
606,Sri Lankan Malay
607,Sri Lankan Tamil
608,St. Kitts Creole
609,St. Lucian Creole (English)
610,St. Lucian Creole (French)
611,Sudanese Arabic
612,Sundanese
613,Sunwar
614,Susu
615,Svan
616,Swabian
617,Swahili
618,Swati
619,Swedish
620,Swiss German
621,Sylheti
622,Syriac
623,Syrian Judeo-Arabic
624,Syro-Malankara Syriac
625,Tagalog
626,Taishanese
627,Taiwanese
628,Tajik
629,Tamang
630,Tamil
631,Tanchangya
632,Tangkhul
633,Tarifit
634,Tashelhyt
635,Tatar
636,Tausug
637,Tawala
638,Taíno
639,Tedim Chin
640,Telugu
641,Tem
642,Temne
643,Teochew
644,Tepehua
645,Tetum
646,Thai
647,Thakali
648,Tharu
649,Tibetan
650,Tigre
651,Tigrinya
652,Tiv
653,Tlapanec
654,Tobagonian Creole
655,Tok Pisin
656,Tokpe Gola
657,Tonga
658,Tongan
659,Tontemboan
660,Tosk Albanian
661,Trinidadian Creole
662,Tripuri
663,Triqui
664,Tsum
665,Tswana
666,Tuareg
667,Tulu
668,Tumbuka
669,Tunisian Arabic
670,Tunisian Judeo-Arabic
671,Turkish
672,Turkmen
673,Turoyo Neo-Aramaic
674,Tuscan
675,Tuvan
676,Twi
677,Tz'utujil
678,Tzotzil
679,Tö Tibetan
680,Ukrainian
681,Ulster Scots
682,Umbundu
683,Unkechaug
684,Urdu
685,Urhobo
686,Uruguayan Spanish
687,Uyghur
688,Uzbek
689,Vai
690,Venetian
691,Venezuelan Spanish
692,Vietnamese
693,Vincentian Creole
694,Virgin Islands Creole
695,Volga Tatar
696,Wa
697,Wakhi
698,Wali
699,Walloon
700,Walung
701,Waray-Waray
702,Welsh
703,Wenzhounese
704,West Ambae
705,Western Armenian
706,Western Yiddish
707,Winnebago
708,Wolof
709,Xhosa
710,Yakan
711,Yakut
712,Yemba
713,Yemeni Arabic
714,Yemenite Judeo-Arabic
715,Yiddish
716,Yolmo
717,Yoruba
718,Yunnanese
719,Zacaptec Mixtec
720,Zaghawa
721,Zapotec
722,Zarma
723,Zaza
724,Zoroastrian Dari
725,Zulu
726,Zuwara
727,Ü-Tsang Tibetan
