1,1,1,1,1,Smallest
2,2,2,2,2,Small
2,2,2,2,3,Small
3,3,3,3,2,Smallest
3,3,3,3,4,Smallest
4,4,4,4,5,Smallest
5,1,1,1,1,Small
6,4,5,4,6,Smallest
7,5,6,2,7,Largest
7,5,6,2,8,Largest
7,5,6,2,9,Largest
7,5,6,2,10,Largest
7,5,6,2,11,Largest
7,5,6,2,12,Largest
7,5,6,2,13,Large
8,6,7,2,14,Small
9,4,8,4,15,Small
9,4,8,4,16,Small
9,4,8,4,17,Large
9,4,8,4,18,Medium
10,3,9,3,19,Smallest
11,7,10,5,20,Medium
11,7,10,5,2,Medium
12,8,11,2,21,Small
13,9,12,6,22,Medium
13,9,12,6,23,Small
14,5,6,7,22,Large
14,5,6,7,24,Large
14,5,6,7,25,Large
14,5,6,7,26,Large
14,5,6,7,27,Large
15,10,13,5,28,Small
15,10,13,5,29,Small
15,10,13,5,30,Small
16,11,14,8,31,Smallest
17,4,5,4,29,Small
18,2,15,2,32,Smallest
19,12,16,2,12,Small
20,13,17,6,33,Smallest
21,4,18,4,5,Smallest
22,2,2,2,34,Small
23,2,2,2,35,Small
23,2,2,2,36,Small
23,2,2,2,37,Small
24,14,19,2,31,Medium
25,2,20,2,38,Small
25,2,20,2,39,Medium
26,4,8,4,17,Medium
26,4,8,4,15,Small
26,4,8,4,9,Small
27,13,17,2,40,Smallest
28,1,21,5,41,Small
29,2,22,2,2,Smallest
30,15,23,2,32,Medium
31,8,24,2,42,Medium
31,8,24,2,43,Small
32,1,25,9,44,Smallest
33,13,26,2,45,Medium
34,14,27,10,22,Smallest
35,1,28,11,8,Small
35,1,28,11,46,Medium
35,1,28,11,47,Medium
36,16,29,4,48,Smallest
37,12,30,2,12,Small
38,13,31,6,4,Smallest
39,4,32,4,5,Smallest
40,3,3,3,4,Small
41,2,33,2,49,Small
42,13,34,2,46,Smallest
43,13,35,6,50,Smallest
43,13,35,6,51,Small
44,4,36,12,52,Small
44,4,36,12,12,Medium
44,4,36,12,53,Large
45,3,37,3,19,Smallest
46,3,38,3,4,Smallest
47,13,39,6,4,Small
48,4,4,4,54,Smallest
48,4,4,4,12,Small
48,4,4,4,55,Smallest
49,13,31,6,56,Smallest
49,13,31,6,57,Small
49,13,31,6,15,Small
50,12,40,2,58,Medium
50,12,40,2,59,Small
51,17,41,2,50,Smallest
52,16,29,4,49,Small
53,2,42,13,34,Small
53,2,42,13,60,Small
53,2,42,13,8,Small
54,4,43,4,61,Small
55,3,3,3,62,Small
56,3,3,3,22,Small
57,3,3,3,22,Small
58,8,44,2,50,Large
58,8,44,2,63,Small
59,4,32,4,5,Smallest
60,18,45,2,64,Smallest
60,18,45,2,65,Small
60,18,45,2,66,Smallest
60,18,45,2,67,Small
61,11,46,2,68,Medium
62,6,47,4,69,Smallest
63,2,2,2,70,Small
64,13,48,2,22,Largest
64,13,48,2,71,Small
64,13,48,2,72,Large
64,13,48,2,55,Largest
64,13,48,2,73,Smallest
64,13,48,2,74,Large
64,13,48,2,46,Large
65,3,3,3,4,Smallest
66,13,49,2,22,Small
66,13,49,2,75,Small
67,1,50,5,76,Medium
67,1,50,5,77,Medium
67,1,50,5,47,Medium
68,3,9,3,19,Small
68,3,9,3,78,Smallest
69,13,51,2,55,Small
70,19,52,2,69,Smallest
71,14,27,14,19,Small
72,14,27,2,22,Medium
72,14,27,2,79,Medium
73,4,53,4,72,Smallest
74,3,9,3,44,Smallest
75,2,54,2,80,Small
75,2,54,2,56,Small
75,2,54,2,2,Small
76,14,55,2,8,Medium
76,14,55,2,81,Medium
76,14,55,2,2,Medium
76,14,55,2,42,Medium
77,8,11,2,82,Smallest
77,8,11,2,2,Small
77,8,11,2,83,Small
78,11,56,15,74,Smallest
79,20,57,2,26,Medium
80,3,38,3,4,Smallest
80,3,38,3,2,Smallest
81,17,58,2,42,Small
81,17,58,2,46,Small
81,17,58,2,84,Large
82,18,59,2,82,Small
82,18,59,2,17,Small
83,2,60,11,85,Smallest
84,4,8,3,17,Smallest
85,13,61,6,86,Smallest
86,3,62,6,42,Smallest
86,3,62,6,87,Small
86,3,62,6,88,Small
86,3,62,6,4,Medium
87,13,63,16,89,Smallest
88,18,64,17,44,Small
89,1,1,1,1,Smallest
90,4,4,4,54,Smallest
91,2,2,2,49,Small
91,2,2,2,3,Small
92,2,2,2,85,Medium
93,2,2,2,79,Medium
94,16,29,2,48,Small
95,16,29,2,48,Small
96,5,65,2,69,Medium
97,9,66,6,90,Large
97,9,66,6,91,Small
97,9,66,6,92,Large
97,9,66,6,93,Largest
97,9,66,6,85,Largest
97,9,66,6,34,Large
98,4,67,2,94,Small
98,4,67,2,8,Smallest
99,12,68,2,95,Smallest
100,2,69,2,96,Small
100,2,69,2,97,Medium
100,2,69,2,76,Medium
101,2,42,2,14,Small
102,3,9,3,19,Medium
102,3,9,3,71,Smallest
103,11,70,2,98,Large
103,11,70,2,99,Medium
103,11,70,2,100,Large
103,11,70,2,55,Large
103,11,70,2,101,Small
103,11,70,2,102,Medium
104,3,3,3,71,Small
105,16,71,5,14,Smallest
106,13,72,6,22,Smallest
107,9,73,17,93,Smallest
108,13,48,2,22,Smallest
109,1,74,5,103,Smallest
110,13,31,6,22,Smallest
111,21,6,3,69,Smallest
112,13,17,6,71,Smallest
113,9,75,6,90,Small
114,13,31,6,4,Smallest
115,7,76,5,2,Smallest
116,3,9,2,19,Smallest
117,18,64,9,74,Smallest
117,18,64,9,44,Smallest
118,4,8,4,104,Smallest
119,5,6,18,34,Smallest
120,10,77,4,69,Smallest
121,10,78,4,21,Smallest
122,14,79,2,105,Small
123,11,14,8,106,Smallest
123,11,14,8,107,Smallest
124,5,6,19,68,Smallest
125,13,80,2,46,Medium
126,13,61,6,86,Smallest
127,11,81,20,53,Smallest
128,18,64,2,54,Smallest
128,18,64,2,26,Medium
129,21,82,3,14,Smallest
130,18,64,11,44,Smallest
131,2,2,2,108,Small
131,2,2,2,109,Small
131,2,2,2,110,Small
132,1,83,5,73,Large
132,1,83,5,100,Medium
132,1,83,5,66,Large
132,1,83,5,93,Large
133,1,84,2,14,Medium
133,1,84,2,111,Medium
134,2,2,2,32,Smallest
135,9,12,6,23,Small
135,9,12,6,4,Medium
136,14,85,2,112,Medium
136,14,85,2,4,Largest
136,14,85,2,43,Medium
137,10,86,4,69,Smallest
138,7,87,5,57,Medium
138,7,87,5,113,Small
138,7,87,5,38,Small
139,2,15,2,2,Medium
140,18,88,11,107,Medium
141,2,89,2,114,Small
141,2,89,2,82,Small
141,2,89,2,2,Medium
142,12,90,2,115,Large
142,12,90,2,31,Medium
142,12,90,2,116,Medium
143,11,14,8,117,Smallest
144,2,91,2,2,Medium
145,2,92,11,118,Small
146,18,93,2,119,Small
146,18,93,2,2,Small
147,4,8,4,120,Smallest
148,4,8,4,121,Smallest
149,4,8,4,122,Small
150,8,94,2,116,Smallest
150,8,94,2,93,Small
151,8,95,2,38,Smallest
152,7,96,5,123,Small
153,13,97,2,124,Medium
153,13,97,2,42,Smallest
153,13,97,2,125,Small
154,3,62,6,88,Smallest
154,3,62,6,4,Smallest
155,13,98,2,14,Smallest
156,10,99,21,69,Small
157,13,31,6,4,Smallest
158,12,100,2,15,Smallest
159,12,100,2,15,Smallest
160,12,101,2,126,Largest
160,12,101,2,127,Largest
160,12,101,2,31,Largest
160,12,101,2,41,Largest
160,12,101,2,76,Largest
160,12,101,2,17,Largest
160,12,101,2,115,Largest
161,16,29,4,48,Smallest
162,17,102,6,65,Smallest
163,8,103,2,116,Large
163,8,103,2,95,Medium
163,8,103,2,128,Large
163,8,103,2,129,Medium
164,4,104,12,12,Medium
164,4,104,12,54,Smallest
164,4,104,12,5,Medium
165,13,105,6,130,Smallest
165,13,105,6,86,Small
166,1,106,2,65,Medium
167,4,4,4,12,Smallest
168,2,107,2,42,Medium
168,2,107,2,131,Medium
169,14,108,14,5,Medium
169,14,108,14,38,Medium
169,14,108,14,132,Medium
170,14,108,2,99,Large
170,14,108,2,133,Medium
170,14,108,2,72,Large
170,14,108,2,8,Medium
170,14,108,2,31,Largest
171,4,5,4,55,Smallest
171,4,5,4,134,Small
171,4,5,4,7,Small
172,4,5,4,53,Medium
173,7,109,5,103,Medium
173,7,109,5,57,Medium
173,7,109,5,2,Large
173,7,109,5,35,Medium
173,7,109,5,38,Small
174,7,110,5,110,Smallest
175,2,2,2,34,Small
175,2,2,2,110,Small
176,4,5,4,54,Small
177,8,111,7,14,Small
178,20,112,22,2,Smallest
178,20,112,22,14,Small
179,4,113,4,130,Medium
179,4,113,4,55,Smallest
180,16,29,4,49,Small
181,3,114,6,63,Smallest
182,16,115,4,42,Smallest
183,4,8,4,130,Medium
184,16,29,4,48,Small
185,19,116,3,14,Smallest
186,20,117,22,12,Small
186,20,117,22,97,Small
186,20,117,22,93,Medium
187,8,118,2,116,Smallest
188,4,119,4,55,Smallest
189,4,120,4,104,Smallest
190,8,121,2,76,Smallest
191,8,122,2,12,Large
191,8,122,2,135,Medium
191,8,122,2,136,Medium
191,8,122,2,137,Large
191,8,122,2,138,Medium
191,8,122,2,58,Medium
191,8,122,2,5,Medium
192,14,123,2,58,Smallest
193,8,124,2,116,Smallest
194,2,2,2,139,Small
194,2,2,2,43,Small
195,9,125,6,36,Largest
195,9,125,6,93,Largest
195,9,125,6,90,Largest
195,9,125,6,85,Largest
196,4,126,4,122,Medium
196,4,126,4,7,Medium
196,4,126,4,12,Medium
197,7,127,23,123,Smallest
198,4,8,4,122,Small
199,4,4,4,12,Small
200,2,22,2,8,Medium
200,2,22,2,2,Medium
200,2,22,2,97,Small
201,2,2,2,3,Smallest
202,9,75,6,90,Small
203,12,128,24,73,Small
203,12,128,24,102,Smallest
203,12,128,24,140,Medium
203,12,128,24,141,Largest
204,13,51,6,142,Smallest
